ti;t;Vi;V
0.2307;0.1907;3.68E+00;1.00E+00
0.2308;0.1908;3.68E+00;1.00E+00
0.2309;0.1909;3.68E+00;1.00E+00
0.231;0.191;3.68E+00;1.00E+00
0.2311;0.1911;3.68E+00;1.00E+00
0.2312;0.1912;3.68E+00;1.00E+00
0.2313;0.1913;3.68E+00;1.00E+00
0.2314;0.1914;3.68E+00;1.00E+00
0.2315;0.1915;3.68E+00;1.00E+00
0.2316;0.1916;3.68E+00;1.00E+00
0.2317;0.1917;3.68E+00;1.00E+00
0.2318;0.1918;3.68E+00;1.00E+00
0.2319;0.1919;3.68E+00;1.00E+00
0.232;0.192;3.68E+00;1.00E+00
0.2321;0.1921;3.68E+00;1.00E+00
0.2322;0.1922;3.68E+00;1.00E+00
0.2323;0.1923;3.68E+00;1.00E+00
0.2324;0.1924;3.68E+00;1.00E+00
0.2325;0.1925;3.68E+00;1.00E+00
0.2326;0.1926;3.68E+00;1.00E+00
0.2327;0.1927;3.68E+00;1.00E+00
0.2328;0.1928;3.68E+00;1.00E+00
0.2329;0.1929;3.68E+00;1.00E+00
0.233;0.193;3.68E+00;1.00E+00
0.2331;0.1931;3.68E+00;1.00E+00
0.2332;0.1932;3.68E+00;1.00E+00
0.2333;0.1933;3.68E+00;1.00E+00
0.2334;0.1934;3.68E+00;1.00E+00
0.2335;0.1935;3.68E+00;1.00E+00
0.2336;0.1936;3.64E+00;9.89E-01
0.2337;0.1937;3.68E+00;1.00E+00
0.2338;0.1938;3.68E+00;1.00E+00
0.2339;0.1939;3.68E+00;1.00E+00
0.234;0.194;3.68E+00;1.00E+00
0.2341;0.1941;3.68E+00;1.00E+00
0.2342;0.1942;3.68E+00;1.00E+00
0.2343;0.1943;3.68E+00;1.00E+00
0.2344;0.1944;3.68E+00;1.00E+00
0.2345;0.1945;3.68E+00;1.00E+00
0.2346;0.1946;3.68E+00;1.00E+00
0.2347;0.1947;3.68E+00;1.00E+00
0.2348;0.1948;3.68E+00;1.00E+00
0.2349;0.1949;3.68E+00;1.00E+00
0.235;0.195;3.68E+00;1.00E+00
0.2351;0.1951;3.64E+00;9.89E-01
0.2352;0.1952;3.64E+00;9.89E-01
0.2353;0.1953;3.68E+00;1.00E+00
0.2354;0.1954;3.68E+00;1.00E+00
0.2355;0.1955;3.68E+00;1.00E+00
0.2356;0.1956;3.68E+00;1.00E+00
0.2357;0.1957;3.68E+00;1.00E+00
0.2358;0.1958;3.68E+00;1.00E+00
0.2359;0.1959;3.68E+00;1.00E+00
0.236;0.196;3.68E+00;1.00E+00
0.2361;0.1961;3.68E+00;1.00E+00
0.2362;0.1962;3.68E+00;1.00E+00
0.2363;0.1963;3.68E+00;1.00E+00
0.2364;0.1964;3.68E+00;1.00E+00
0.2365;0.1965;3.68E+00;1.00E+00
0.2366;0.1966;3.68E+00;1.00E+00
0.2367;0.1967;3.68E+00;1.00E+00
0.2368;0.1968;3.68E+00;1.00E+00
0.2369;0.1969;3.68E+00;1.00E+00
0.237;0.197;3.64E+00;9.89E-01
0.2371;0.1971;3.68E+00;1.00E+00
0.2372;0.1972;3.68E+00;1.00E+00
0.2373;0.1973;3.68E+00;1.00E+00
0.2374;0.1974;3.68E+00;1.00E+00
0.2375;0.1975;3.68E+00;1.00E+00
0.2376;0.1976;3.68E+00;1.00E+00
0.2377;0.1977;3.68E+00;1.00E+00
0.2378;0.1978;3.68E+00;1.00E+00
0.2379;0.1979;3.68E+00;1.00E+00
0.238;0.198;3.68E+00;1.00E+00
0.2381;0.1981;3.68E+00;1.00E+00
0.2382;0.1982;3.68E+00;1.00E+00
0.2383;0.1983;3.68E+00;1.00E+00
0.2384;0.1984;3.68E+00;1.00E+00
0.2385;0.1985;3.68E+00;1.00E+00
0.2386;0.1986;3.68E+00;1.00E+00
0.2387;0.1987;3.68E+00;1.00E+00
0.2388;0.1988;3.68E+00;1.00E+00
0.2389;0.1989;3.68E+00;1.00E+00
0.239;0.199;3.68E+00;1.00E+00
0.2391;0.1991;3.64E+00;9.89E-01
0.2392;0.1992;3.68E+00;1.00E+00
0.2393;0.1993;3.68E+00;1.00E+00
0.2394;0.1994;3.68E+00;1.00E+00
0.2395;0.1995;3.68E+00;1.00E+00
0.2396;0.1996;3.68E+00;1.00E+00
0.2397;0.1997;3.68E+00;1.00E+00
0.2398;0.1998;3.68E+00;1.00E+00
0.2399;0.1999;3.68E+00;1.00E+00
0.24;0.2;3.68E+00;1.00E+00
0.2401;0.2001;3.68E+00;1.00E+00
0.2402;0.2002;3.68E+00;1.00E+00
0.2403;0.2003;3.68E+00;1.00E+00
0.2404;0.2004;3.68E+00;1.00E+00
0.2405;0.2005;3.68E+00;1.00E+00
0.2406;0.2006;3.68E+00;1.00E+00
0.2407;0.2007;3.68E+00;1.00E+00
0.2408;0.2008;3.68E+00;1.00E+00
0.2409;0.2009;3.68E+00;1.00E+00
0.241;0.201;3.68E+00;1.00E+00
0.2411;0.2011;3.68E+00;1.00E+00
0.2412;0.2012;3.68E+00;1.00E+00
0.2413;0.2013;3.68E+00;1.00E+00
0.2414;0.2014;3.68E+00;1.00E+00
0.2415;0.2015;3.68E+00;1.00E+00
0.2416;0.2016;3.68E+00;1.00E+00
0.2417;0.2017;3.68E+00;1.00E+00
0.2418;0.2018;3.68E+00;1.00E+00
0.2419;0.2019;3.68E+00;1.00E+00
0.242;0.202;3.68E+00;1.00E+00
0.2421;0.2021;3.68E+00;1.00E+00
0.2422;0.2022;3.68E+00;1.00E+00
0.2423;0.2023;3.68E+00;1.00E+00
0.2424;0.2024;3.68E+00;1.00E+00
0.2425;0.2025;3.68E+00;1.00E+00
0.2426;0.2026;3.68E+00;1.00E+00
0.2427;0.2027;3.68E+00;1.00E+00
0.2428;0.2028;3.68E+00;1.00E+00
0.2429;0.2029;3.68E+00;1.00E+00
0.243;0.203;3.68E+00;1.00E+00
0.2431;0.2031;3.68E+00;1.00E+00
0.2432;0.2032;3.68E+00;1.00E+00
0.2433;0.2033;3.68E+00;1.00E+00
0.2434;0.2034;3.64E+00;9.89E-01
0.2435;0.2035;3.68E+00;1.00E+00
0.2436;0.2036;3.68E+00;1.00E+00
0.2437;0.2037;3.68E+00;1.00E+00
0.2438;0.2038;3.68E+00;1.00E+00
0.2439;0.2039;3.68E+00;1.00E+00
0.244;0.204;3.68E+00;1.00E+00
0.2441;0.2041;3.68E+00;1.00E+00
0.2442;0.2042;3.68E+00;1.00E+00
0.2443;0.2043;3.68E+00;1.00E+00
0.2444;0.2044;3.68E+00;1.00E+00
0.2445;0.2045;3.68E+00;1.00E+00
0.2446;0.2046;3.68E+00;1.00E+00
0.2447;0.2047;3.68E+00;1.00E+00
0.2448;0.2048;3.68E+00;1.00E+00
0.2449;0.2049;3.68E+00;1.00E+00
0.245;0.205;3.68E+00;1.00E+00
0.2451;0.2051;3.68E+00;1.00E+00
0.2452;0.2052;3.68E+00;1.00E+00
0.2453;0.2053;3.68E+00;1.00E+00
0.2454;0.2054;3.68E+00;1.00E+00
0.2455;0.2055;3.68E+00;1.00E+00
0.2456;0.2056;3.68E+00;1.00E+00
0.2457;0.2057;3.68E+00;1.00E+00
0.2458;0.2058;3.68E+00;1.00E+00
0.2459;0.2059;3.68E+00;1.00E+00
0.246;0.206;3.68E+00;1.00E+00
0.2461;0.2061;3.68E+00;1.00E+00
0.2462;0.2062;3.68E+00;1.00E+00
0.2463;0.2063;3.68E+00;1.00E+00
0.2464;0.2064;3.68E+00;1.00E+00
0.2465;0.2065;3.68E+00;1.00E+00
0.2466;0.2066;3.68E+00;1.00E+00
0.2467;0.2067;3.68E+00;1.00E+00
0.2468;0.2068;3.68E+00;1.00E+00
0.2469;0.2069;3.68E+00;1.00E+00
0.247;0.207;3.68E+00;1.00E+00
0.2471;0.2071;3.68E+00;1.00E+00
0.2472;0.2072;3.68E+00;1.00E+00
0.2473;0.2073;3.68E+00;1.00E+00
0.2474;0.2074;3.68E+00;1.00E+00
0.2475;0.2075;3.68E+00;1.00E+00
0.2476;0.2076;3.68E+00;1.00E+00
0.2477;0.2077;3.68E+00;1.00E+00
0.2478;0.2078;3.68E+00;1.00E+00
0.2479;0.2079;3.68E+00;1.00E+00
0.248;0.208;3.68E+00;1.00E+00
0.2481;0.2081;3.68E+00;1.00E+00
0.2482;0.2082;3.68E+00;1.00E+00
0.2483;0.2083;3.68E+00;1.00E+00
0.2484;0.2084;3.68E+00;1.00E+00
0.2485;0.2085;3.68E+00;1.00E+00
0.2486;0.2086;3.68E+00;1.00E+00
0.2487;0.2087;3.68E+00;1.00E+00
0.2488;0.2088;3.68E+00;1.00E+00
0.2489;0.2089;3.68E+00;1.00E+00
0.249;0.209;3.68E+00;1.00E+00
0.2491;0.2091;3.68E+00;1.00E+00
0.2492;0.2092;3.68E+00;1.00E+00
0.2493;0.2093;3.68E+00;1.00E+00
0.2494;0.2094;3.68E+00;1.00E+00
0.2495;0.2095;3.68E+00;1.00E+00
0.2496;0.2096;3.68E+00;1.00E+00
0.2497;0.2097;3.68E+00;1.00E+00
0.2498;0.2098;3.68E+00;1.00E+00
0.2499;0.2099;3.68E+00;1.00E+00
